step,actor/entropy,actor/grad_norm,actor/kl_coef,actor/kl_loss,actor/loss,actor/lr,actor/perf/cpu_memory_used_gb,actor/perf/max_memory_allocated_gb,actor/perf/max_memory_reserved_gb,actor/pg_clipfrac,actor/pg_clipfrac_lower,actor/pg_loss,actor/ppo_kl,critic/advantages/max,critic/advantages/mean,critic/advantages/min,critic/returns/max,critic/returns/mean,critic/returns/min,critic/rewards/max,critic/rewards/mean,critic/rewards/min,critic/score/max,critic/score/mean,critic/score/min,global_seqlen/balanced_max,global_seqlen/balanced_min,global_seqlen/max,global_seqlen/mean,global_seqlen/min,global_seqlen/minmax_diff,num_turns/max,num_turns/mean,num_turns/min,perf/mfu/actor,perf/mfu/actor_infer,perf/throughput,perf/time_per_step,perf/total_num_tokens,prompt_length/clip_ratio,prompt_length/max,prompt_length/mean,prompt_length/min,response/aborted_ratio,response_length/clip_ratio,response_length/max,response_length/mean,response_length/min,response_length_non_aborted/clip_ratio,response_length_non_aborted/max,response_length_non_aborted/mean,response_length_non_aborted/min,rollout_corr/chi2_seq,rollout_corr/chi2_token,rollout_corr/k3_kl,rollout_corr/kl,rollout_corr/log_ppl_abs_diff,rollout_corr/log_ppl_diff,rollout_corr/log_ppl_diff_max,rollout_corr/log_ppl_diff_min,rollout_corr/ppl_ratio,rollout_corr/rollout_log_ppl,rollout_corr/rollout_ppl,rollout_corr/training_log_ppl,rollout_corr/training_ppl,timing_per_token_ms/adv,timing_per_token_ms/gen,timing_per_token_ms/ref,timing_per_token_ms/update_actor,timing_s/adv,timing_s/agent_loop/compute_score/max,timing_s/agent_loop/compute_score/mean,timing_s/agent_loop/compute_score/min,timing_s/agent_loop/generate_sequences/max,timing_s/agent_loop/generate_sequences/mean,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/num_preempted/max,timing_s/agent_loop/num_preempted/mean,timing_s/agent_loop/num_preempted/min,timing_s/agent_loop/slowest/compute_score,timing_s/agent_loop/slowest/generate_sequences,timing_s/agent_loop/slowest/num_preempted,timing_s/agent_loop/slowest/prompt_length,timing_s/agent_loop/slowest/response_length,timing_s/agent_loop/slowest/tool_calls,timing_s/agent_loop/tool_calls/max,timing_s/agent_loop/tool_calls/mean,timing_s/agent_loop/tool_calls/min,timing_s/dump_rollout_generations,timing_s/gen,timing_s/old_log_prob,timing_s/ref,timing_s/reward,timing_s/save_checkpoint,timing_s/start_profile,timing_s/step,timing_s/stop_profile,timing_s/testing,timing_s/update_actor,timing_s/update_weights,training/epoch,training/global_step,training/rollout_actor_probs_pearson_corr,training/rollout_probs_diff_max,training/rollout_probs_diff_mean,training/rollout_probs_diff_std,training/rollout_probs_diff_valid,val-aux/longvt_longvt-val/answered/mean@1,val-aux/longvt_longvt-val/evidence_iou/mean@1,val-aux/longvt_longvt-val/format_score/mean@1,val-aux/longvt_longvt-val/judge_used/mean@1,val-aux/longvt_longvt-val/num_tool_calls/mean@1,val-aux/longvt_longvt-val/reward/mean@1,val-aux/longvt_longvt-val/score/mean@1,val-aux/num_turns/max,val-aux/num_turns/mean,val-aux/num_turns/min,val-core/longvt_longvt-val/acc/mean@1
23,1.18326,0.0517716,0.001,0.00077802,0.0219968,9.83622e-06,99.0277,39.1906,42.002,0,0,0.021996,0,2.36391,-0.021996,-2.50872,2.36391,-0.021996,-2.50872,2,1.08341,0.5,2,1.08341,0.5,922584,922584,922584,922584,922584,0,4,4,4,0.338447,0.299372,1214.86,759.418,922584,0,4142,3964.88,3738,0,0,3539,3242.81,442,0,3539,3242.81,442,5.77241,0.0110012,0.00272319,0.00231321,0.00320126,0.002265,0.0161581,-0.00942498,1.00227,1.15707,3.25598,1.15934,3.26396,0.000180363,0.347655,0.155429,0.352666,0.1664,4.02438,1.17677,0.322256,115.629,101.164,72.0566,-1,-1,-1,1.04085,115.603,-1,4142,3481,0.117226,2.21371,0.294615,0.000139275,0.320839,144.305,141.716,143.396,0.00048478,,6.36e-05,759.418,5.3507e-05,,325.364,3.98002,0,23,0.999095,0.287968,0.00895125,0.0131864,1,,,,,,,,,,,
24,1.0982,0.0496023,0.001,0.000765225,0.0165181,9.82176e-06,99.5115,39.1906,42.002,0,0,0.0165173,0,3.19893,-0.0165173,-2.66487,3.19893,-0.0165173,-2.66487,1.73459,0.850173,0.5,1.73459,0.850173,0.5,935582,935582,935582,935582,935582,0,6,4.01562,4,0.338217,0.301001,1197.53,781.263,935582,0,4138,4041.38,3939,0,0,6113,3267.86,3003,0,6113,3267.86,3003,30.7843,0.00367475,0.00226345,0.00270269,0.00352133,0.00264989,0.0114434,-0.00761569,1.00266,1.08146,3.01638,1.08411,3.02455,0.000193775,0.369296,0.152692,0.361795,0.181292,3.24307,1.14089,0.319651,124.114,108.786,67.6472,-1,-1,-1,2.53527,123.479,-1,3950,3460,0.116112,0.812965,0.148271,0.054804,0.32397,154.471,140.823,142.856,0.000527388,,6.3564e-05,781.263,4.0295e-05,,338.489,3.94298,0,24,0.999135,0.371998,0.0085734,0.0129182,1,,,,,,,,,,,
25,1.03492,0.0509525,0.001,0.000732303,0.00802981,9.80671e-06,99.3856,39.1906,42.002,0,0,0.00802908,0,3.74985,-0.00802908,-3.12604,3.74985,-0.00802908,-3.12604,1.94528,1.25774,0.166667,1.94528,1.25774,0.166667,928164,928164,928164,928164,928164,0,6,4.01562,4,0.341187,0.304439,1231.02,753.982,928164,0,3951,3941.62,3934,0,0,6186,3309.66,3018,0,6186,3309.66,3018,3.81395,0.0061034,0.00270828,0.00233804,0.00328944,0.00224014,0.016168,-0.00850129,1.00225,1.00441,2.7995,1.00665,2.80593,0.000191746,0.354417,0.144687,0.349544,0.177972,2.47604,1.07205,0.322336,122.67,105.744,64.8368,-1,-1,-1,0.984376,122.67,-1,3951,3632,0.0884254,0.753111,0.136691,0.0602495,0.323617,150.144,140.551,134.294,0.000487924,,6.8554e-05,753.982,5.2444e-05,,324.434,3.89398,0,25,0.998995,0.322514,0.00896444,0.0140413,1,,,,,,,,,,,
26,1.15663,0.0512317,0.001,0.000771584,0.00429721,9.79106e-06,99.0512,39.1906,42.002,0,0,0.00429644,0,3.56913,-0.00429646,-2.03819,3.56913,-0.00429646,-2.03819,1.93333,0.951826,0.5,1.93333,0.951826,0.5,917377,917377,917377,917377,917377,0,4,4,4,0.340289,0.302383,1230.82,745.337,917377,0,4141,3953.25,3628,0,0,3935,3213.76,537,0,3935,3213.76,537,1.5516,0.0039984,0.00226226,0.00256452,0.00346503,0.00273175,0.0102726,-0.00565314,1.00274,1.12835,3.17598,1.13108,3.18452,0.000180422,0.36375,0.145093,0.346526,0.165515,3.25752,1.0605,0.321301,122.758,103.808,68.5812,-1,-1,-1,0.809614,122.758,-1,3946,3935,0.11745,0.886491,0.152825,0.000367092,0.32551,149.633,140.166,133.105,0.000500372,,6.1581e-05,745.337,4.9767e-05,,317.895,3.87787,0,26,0.999146,0.317357,0.00864842,0.012851,1,,,,,,,,,,,
27,0.998987,0.0526431,0.001,0.000728699,-0.00176198,9.77482e-06,99.6184,39.1906,42.002,0,0,-0.0017627,0,3.00976,0.00176271,-2.53549,3.00976,0.00176271,-2.53549,1.90189,0.975001,0.5,1.90189,0.975001,0.5,928723,928723,928723,928723,928723,0,4,4,4,0.339972,0.302565,1231.64,754.056,928723,0,4152,4048.62,3942,0,0,3548,3207.02,2896,0,3548,3207.02,2896,1.53578,0.0035584,0.00211522,0.00246824,0.00341954,0.0025292,0.0133449,-0.00492179,1.00254,0.970172,2.69609,0.972701,2.70268,0.000179082,0.367794,0.144447,0.349429,0.166318,4.02289,1.1782,0.32164,121.073,104.629,59.6085,-1,-1,-1,3.29673,119.754,-1,3951,3410,0.122244,0.74209,0.136343,0.0540769,0.323,150.979,139.832,134.151,0.000506546,,6.4307e-05,754.056,5.3773e-05,,324.523,3.91788,0,27,0.999084,0.224391,0.00867242,0.0131693,1,,,,,,,,,,,
28,1.04286,0.0537152,0.001,0.000742993,0.017862,9.75798e-06,99.6774,39.1906,42.002,0,0,0.0178612,0,3.11886,-0.0178613,-2.46949,3.11886,-0.0178613,-2.46949,1.94417,1.19208,0.5,1.94417,1.19208,0.5,926001,926001,926001,926001,926001,0,4,4,4,0.34008,0.302634,1231.88,751.695,926001,0,4147,3969.25,3932,0,0,3571,3265.13,2912,0,3571,3265.13,2912,3.73955,0.00437641,0.00260464,0.00305945,0.00371293,0.00294881,0.0141743,-0.00647032,1.00296,1.02319,2.85491,1.02614,2.86363,0.000182822,0.356088,0.144263,0.349363,0.169293,3.25748,1.13639,0.318504,118.7,103.336,57.333,-1,-1,-1,1.80237,118.7,-1,3946,3422,0.0868528,0.693184,0.128057,0.0663221,0.257275,148.822,141.282,133.588,0.000542676,,9.321e-05,751.695,5.1655e-05,,323.51,3.92397,0,28,0.998986,0.260059,0.00914491,0.01402,1,,,,,,,,,,,
29,1.14242,0.050301,0.001,0.000785731,0.0189843,9.74056e-06,116.138,39.1906,42.002,0,0,0.0189835,0,3.70933,-0.0189835,-3.60725,3.70933,-0.0189835,-3.60725,1.86364,1.10643,0.0357143,1.86364,1.10643,0.0357143,930337,930337,930337,930337,930337,0,6,4.01562,4,0.339815,0.302059,1238.56,751.146,930337,0,4137,4016.25,3942,0,0,6252,3252.01,439,0,6252,3252.01,439,3.68267,0.0060823,0.00256371,0.00214121,0.00313581,0.00229648,0.0111193,-0.00447965,1.0023,1.11832,3.17194,1.12062,3.17896,0.000178355,0.35874,0.143883,0.347849,0.16593,4.59287,1.12157,0.335615,123.041,106.615,72.5477,-1,-1,-1,4.59287,121.971,-1,3951,3590,0.0873785,0.744916,0.129598,0.00025083,0.323016,149.328,139.779,133.86,0.000516822,,6.345e-05,751.146,5.1581e-05,,323.617,3.92422,0,29,0.999075,0.272554,0.00884546,0.0135841,1,,,,,,,,,,,
30,1.16965,0.0486861,0.001,0.000770864,0.0420755,9.72255e-06,99.5617,39.1906,42.002,0,0,0.0420747,0,3.37347,-0.0420747,-2.17898,3.37347,-0.0420747,-2.17898,1.98,0.84603,0,1.98,0.84603,0,922934,922934,922934,922934,922934,0,4,4,4,0.339143,0.301002,1232.13,749.054,922934,0,4134,3966.38,3931,0,0,3755,3244.05,416,0,3755,3244.05,416,75.383,0.00582623,0.00238536,0.00216968,0.00332625,0.00217789,0.012127,-0.00864065,1.00219,1.13134,3.59733,1.13352,3.60285,0.000184415,0.333717,0.146891,0.354339,0.170203,4.10034,1.24562,0.750826,113.067,94.9544,62.7904,-1,-1,-1,0.979063,113.067,-1,3958,3755,2.96642,2.96642,0.210015,9.5855e-05,0.324936,138.572,143.25,135.571,0.000511315,,6.5571e-05,749.054,5.4247e-05,,327.032,3.95095,0,30,0.999134,0.606377,0.00847114,0.0132763,1,,,,,,,,,,,
31,1.09005,0.0518802,0.001,0.000778959,0.0147815,9.70395e-06,99.675,39.1906,42.002,0,0,0.0147807,0,2.91239,-0.0147807,-2.734,2.91239,-0.0147807,-2.734,1.98529,1.18134,0,1.98529,1.18134,0,915539,915539,915539,915539,915539,0,4,4,4,0.339982,0.302993,1247.34,733.993,915539,0,4148,3998.38,3618,0,0,3511,3154.27,304,0,3511,3154.27,304,6.0196,0.00393939,0.00256816,0.00319986,0.00407963,0.00320554,0.0244345,-0.00594568,1.00322,1.06501,2.97533,1.06822,2.98496,0.000182762,0.358839,0.144177,0.344277,0.167326,4.05052,1.12663,0.313647,117.77,100.933,69.1844,-1,-1,-1,1.21077,117.77,-1,4148,3462,0.160946,0.935792,0.212177,0.000106284,0.322859,144.88,137.333,132,0.00051286,,6.378e-05,733.993,5.0662e-05,,315.199,3.92085,0,31,0.999033,0.42107,0.00891034,0.0137896,1,,,,,,,,,,,
32,1.12577,0.0563796,0.001,0.000802749,-0.00698141,9.68477e-06,99.9528,39.1906,42.002,0,0,-0.00698221,0,2.54094,0.00698223,-2.92857,2.54094,0.00698223,-2.92857,1.95755,1.08443,0,1.95755,1.08443,0,930908,930908,930908,930908,930908,0,4,4,4,0.340829,0.30527,1224.33,760.341,930908,0,4133,3991.75,3928,0,0,3601,3280.97,2996,0,3601,3280.97,2996,36.1625,0.00513828,0.00281555,0.00303996,0.0041636,0.00317286,0.0191423,-0.00926864,1.00319,1.10018,3.09608,1.10335,3.10591,0.000179053,0.37251,0.145691,0.346555,0.166682,3.98936,1.17285,0.351927,126.252,109.841,70.6655,-1,-1,-1,1.07785,126.252,-1,3947,3588,0.0769389,0.755012,0.137034,0.0631503,0.321928,156.441,141.097,135.625,0.000511719,,6.402e-05,760.341,5.1358e-05,,322.611,3.912,0,32,0.998933,0.347901,0.00934149,0.0145289,1,,,,,,,,,,,
33,1.10735,0.0530458,0.001,0.000808378,0.0193269,9.66502e-06,99.6021,39.1906,42.002,0,0,0.0193261,0,3.41513,-0.0193261,-2.51637,3.41513,-0.0193261,-2.51637,1.79333,0.953097,0,1.79333,0.953097,0,915195,915195,915195,915195,915195,0,4,4,4,0.339281,0.301324,1241.67,737.069,915195,0,4146,3955.12,3633,0,0,3619,3194.84,2588,0,3619,3194.84,2588,8.41022,0.00473607,0.0024544,0.0026414,0.00360413,0.00272834,0.0136813,-0.00807542,1.00274,1.07903,3.0261,1.08176,3.03454,0.000184886,0.35463,0.14462,0.346702,0.169206,3.97768,1.1855,0.335311,116.662,100.901,56.6702,-1,-1,-1,1.08826,116.662,-1,3945,3619,0.107629,0.751011,0.151705,0.0426436,0.316948,145.022,137.844,132.355,0.000498964,,6.3987e-05,737.069,4.9961e-05,,317.3,3.88149,0,33,0.999111,0.547251,0.00858044,0.0133166,1,,,,,,,,,,,
34,1.11234,0.0495383,0.001,0.000793106,0.0282968,9.64468e-06,100.266,39.1906,42.002,0,0,0.028296,0,3.04306,-0.028296,-2.75763,3.04306,-0.028296,-2.75763,2,1.17089,0.5,2,1.17089,0.5,928952,928952,928952,928952,928952,0,4,4,4,0.340133,0.303683,1226.42,757.449,928952,0,4139,3969.88,3936,0,0,3733,3287.56,3019,0,3733,3287.56,3019,8.09342,0.00562847,0.00249227,0.00257374,0.00333126,0.00265275,0.0172842,-0.00531483,1.00266,1.0831,3.05708,1.08575,3.06508,0.000177724,0.362505,0.144922,0.350522,0.165097,2.56597,1.03428,0.317603,124.639,107.418,56.9244,-1,-1,-1,0.831657,124.639,-1,3936,3733,0.174373,0.777467,0.129345,0.0600805,0.324791,152.545,140.087,134.625,0.00052982,,6.616e-05,757.449,5.266e-05,,325.618,3.91565,0,34,0.999057,0.315902,0.00887283,0.0135888,1,,,,,,,,,,,
35,1.09044,0.0501716,0.001,0.000795037,0.00844491,9.62377e-06,100.178,39.1906,42.002,0,0,0.00844412,0,2.68034,-0.00844412,-3.38339,2.68034,-0.00844412,-3.38339,1.99034,1.21626,0.186695,1.99034,1.21626,0.186695,920428,920428,920428,920428,920428,0,4,4,4,0.339039,0.301367,1236.49,744.388,920428,0,4142,3999.62,3628,0,0,3557,3191.22,2800,0,3557,3191.22,2800,0.397548,0.0046159,0.00264889,0.00297124,0.00332047,0.00280836,0.0121294,-0.00423098,1.00282,1.0714,3.02612,1.0742,3.03493,0.00018149,0.364839,0.143464,0.347313,0.167049,3.42949,1.06426,0.32947,123.545,105.94,62.39,-1,-1,-1,0.936133,123.545,-1,4134,3398,0.0890131,0.686125,0.130182,0.0492447,0.323778,149.028,139.055,132.048,0.000486995,,6.2463e-05,744.388,5.9772e-05,,319.676,3.92375,0,35,0.999038,0.321714,0.00889222,0.0137922,1,,,,,,,,,,,
36,1.0451,0.0507609,0.001,0.00078615,0.0186076,9.60229e-06,116.571,39.1906,42.002,0,0,0.0186068,0,2.33113,-0.0186068,-2.5289,2.33113,-0.0186068,-2.5289,1.97619,1.15718,0.5,1.97619,1.15718,0.5,925620,925620,925620,925620,925620,0,6,4.01562,4,0.341414,0.304232,1229.94,752.57,925620,0,3958,3944.38,3934,0,0,6219,3287.03,194,0,6219,3287.03,194,4.84932,0.00407815,0.0023566,0.00266595,0.0035936,0.00260879,0.0129991,-0.00667906,1.00262,1.01566,2.83886,1.01827,2.84624,0.000184759,0.365128,0.144049,0.346739,0.171017,3.18728,1.09326,0.316143,123.428,106.754,50.6454,-1,-1,-1,0.900674,123.428,-1,3947,3588,0.711412,0.907594,0.159243,0.000282459,0.315618,153.624,140.101,133.334,0.000525384,,6.1991e-05,752.57,4.9979e-05,,320.948,3.91777,0,36,0.999023,0.445483,0.00890115,0.0137331,1,,,,,,,,,,,
37,1.05891,0.0519271,0.001,0.00080213,-0.0406929,9.58025e-06,100.033,39.1906,42.002,0,0,-0.0406937,0,3.65625,0.0406937,-3.00641,3.65625,0.0406937,-3.00641,2,0.938621,0,2,0.938621,0,915727,915727,915727,915727,915727,0,4,3.98438,2,0.338034,0.30086,1217.84,751.926,915727,0,4142,3992,3752,0,0,3594,3162.12,184,0,3594,3162.12,184,5.12475,0.00493848,0.00241528,0.00239696,0.00348921,0.00248009,0.0167292,-0.00708389,1.00249,1.03164,2.89189,1.03412,2.89903,0.000179909,0.350498,0.154281,0.353637,0.164748,5.35754,1.15111,0.216357,120.786,99.9452,49.5987,-1,-1,-1,1.11064,120.786,-1,3954,3577,0.121643,0.914623,0.13288,0,0.325025,141.864,140.416,141.279,0.000457627,,8.9508e-05,751.926,4.9017e-05,,323.835,3.88232,0,37,0.999085,0.241803,0.00876351,0.0133012,1,,,,,,,,,,,
38,1.08277,0.0557733,0.001,0.000808258,0.0521609,9.55764e-06,100.742,39.1936,42.002,0,0,0.0521601,0,3.74966,-0.0521601,-2.25375,3.74966,-0.0521601,-2.25375,1.97273,0.981034,0.107914,1.97273,0.981034,0.107914,932089,932089,932089,932089,932089,0,4,4,4,0.339465,0.302363,1222.95,762.163,932089,0,4149,4023.62,3939,0,0,3749,3258.32,2957,0,3749,3258.32,2957,9.8865,0.00516617,0.00237349,0.00221418,0.00320947,0.00227703,0.0135548,-0.00558352,1.00229,1.05974,2.96862,1.06202,2.97535,0.000182545,0.368332,0.147597,0.348265,0.170149,2.80617,1.10254,0.323122,126.077,108.748,51.7344,-1,-1,-1,0.899761,126.077,-1,3957,3552,0.0872942,0.85033,0.146647,0.0656685,0.319537,153.618,141.742,137.573,0.000543772,,6.4005e-05,762.163,5.5394e-05,,324.614,3.95346,0,38,0.999078,0.222528,0.00883548,0.0133523,1,,,,,,,,,,,
39,1.09032,0.0505266,0.001,0.000835192,-0.0338206,9.53446e-06,99.8256,39.1936,42.002,0,0,-0.0338214,0,2.5564,0.0338214,-2.37074,2.5564,0.0338214,-2.37074,1.88462,0.981011,0.5,1.88462,0.981011,0.5,910976,910976,910976,910976,910976,0,4,4,4,0.341536,0.299541,1240.57,734.323,910976,0,4151,3929.88,3631,0,0,3636,3187.12,358,0,3636,3187.12,358,31.401,0.00598669,0.00260996,0.00234535,0.00359714,0.00246669,0.0137173,-0.00716555,1.00248,1.05382,2.93955,1.05629,2.94666,0.000190946,0.359581,0.143783,0.344591,0.173948,2.43058,1.04524,0.344723,119.149,102.512,63.6763,-1,-1,-1,0.851432,119.149,-1,4151,3561,0.0787292,0.66696,0.126806,0.000122375,0.316104,146.692,138.157,130.983,0.000504812,,6.5242e-05,734.323,5.0879e-05,,313.914,3.92302,0,39,0.998977,0.249122,0.00928186,0.0139956,1,,,,,,,,,,,
40,1.11294,0.047817,0.001,0.000833864,0.0327416,9.51073e-06,116.204,39.1936,42.002,0,0,0.0327407,0,2.7262,-0.0327408,-3.04744,2.7262,-0.0327408,-3.04744,1.95692,1.04376,0.5,1.95692,1.04376,0.5,925338,925338,925338,925338,925338,0,4,4,4,0.339611,0.300961,1194.33,774.774,925338,0,4154,3997.75,3749,0,0,3760,3231.45,2851,0,3760,3231.45,2851,1.34335,0.00486934,0.00247595,0.00249401,0.00318676,0.00242304,0.0123279,-0.00550377,1.00243,1.07974,3.03034,1.08216,3.03773,0.000189092,0.361332,0.143472,0.349232,0.174974,2.49676,1.06804,0.324332,125.118,105.071,54.2917,-1,-1,-1,1.08543,125.118,-1,3948,3760,0.0789332,0.736134,0.125579,0.0557364,0.322449,149.456,140.175,132.76,0.000515237,24.6667,6.2352e-05,774.774,0.000193389,1683.93,323.157,3.89484,0,40,0.99907,0.283125,0.00882167,0.0135441,1,0.982456,0.148561,0.491228,0.982456,0.991228,1.0041,1.0041,4,3.98246,2,0.438596
41,1.12017,0.0526033,0.001,0.000818424,0.00282346,9.48644e-06,132.06,39.1936,42.002,0,0,0.00282264,0,2.33581,-0.00282263,-3.08637,2.33581,-0.00282263,-3.08637,1.96212,1.02655,0.5,1.96212,1.02655,0.5,917528,917528,917528,917528,917528,0,4,4,4,0.341797,0.301023,1223.62,749.847,917528,0,4154,3928.25,3620,0,0,3649,3239.94,2697,0,3649,3239.94,2697,3.42298,0.00563872,0.00249037,0.00220742,0.00323788,0.002222,0.00994551,-0.004776,1.00223,1.09161,3.07688,1.09383,3.08374,0.000200008,0.360309,0.142176,0.348472,0.183513,3.94214,1.09185,0.280278,118.864,102.067,59.0371,-1,-1,-1,2.75093,118.024,-1,4154,3280,0.0836146,0.76221,0.149125,0.0632966,0.363857,149.424,145.592,130.451,0.000508912,,7.5353e-05,749.847,5.3091e-05,,319.733,3.95312,0,41,0.99904,0.267389,0.00891387,0.013791,1,,,,,,,,,,,
42,1.05322,0.0499777,0.001,0.000817592,-0.0154734,9.4616e-06,100.532,39.1936,42.002,0,0,-0.0154742,0,1.85138,0.0154742,-3.74726,1.85138,0.0154742,-3.74726,1.935,1.18234,0.5,1.935,1.18234,0.5,915358,915358,915358,915358,915358,0,4,4,4,0.340632,0.302613,1244.52,735.508,915358,0,4138,3925.38,3613,0,0,3562,3225.86,2732,0,3562,3225.86,2732,4.1111,0.00538647,0.00221669,0.00170702,0.00295723,0.00182986,0.0189419,-0.00497043,1.00184,1.04477,2.90615,1.0466,2.91195,0.000182876,0.355354,0.140754,0.342391,0.167397,4.52079,1.17604,0.327839,119.91,103.854,55.1278,-1,-1,-1,2.48764,119.91,-1,3957,3380,0.0966807,0.73453,0.139956,0.0581405,0.321935,146.729,141.98,128.84,0.000502715,,6.3713e-05,735.508,5.064e-05,,313.41,3.90266,0,42,0.999118,0.191358,0.00859159,0.0129855,1,,,,,,,,,,,
43,1.06229,0.0508597,0.001,0.000882698,0.0220341,9.43622e-06,116.458,39.1936,42.002,0,0,0.0220332,0,3.38178,-0.0220332,-1.72478,3.38178,-0.0220332,-1.72478,1.79954,0.817035,0.0859951,1.79954,0.817035,0.0859951,913190,913190,913190,913190,913190,0,4,4,4,0.341075,0.301164,1261.58,723.843,913190,0,4140,3925.25,3615,0,0,3714,3209.05,2669,0,3714,3209.05,2669,2.63857,0.0060004,0.00235032,0.00173868,0.00292262,0.00176501,0.0112435,-0.00596774,1.00177,1.04666,2.9315,1.04843,2.93659,0.000187546,0.353746,0.138613,0.339476,0.171265,3.36709,1.20782,0.326917,117.729,101.774,56.8017,-1,-1,-1,0.922526,117.729,-1,3943,3632,0.0923039,0.690989,0.128857,0.0520173,0.316896,145.304,137.404,126.58,0.000509447,,6.6775e-05,723.843,4.0548e-05,,310.006,3.90014,0,43,0.999096,0.440901,0.00857875,0.0133893,1,,,,,,,,,,,
44,1.12448,0.0525783,0.001,0.000868932,0.0355117,9.41028e-06,101.034,39.1936,42.002,0,0,0.0355108,0,3.74988,-0.0355108,-2.44397,3.74988,-0.0355108,-2.44397,1.98403,1.04263,0.5,1.98403,1.04263,0.5,931689,931689,931689,931689,931689,0,4,4,4,0.344072,0.301288,1230.2,757.345,931689,0,4133,4036,3939,0,0,3816,3242.82,2940,0,3816,3242.82,2940,1.31555,0.00476193,0.00252766,0.00264346,0.00340209,0.0027023,0.0146385,-0.00576919,1.00271,1.10602,3.12345,1.10872,3.13182,0.000185541,0.365358,0.144762,0.34089,0.172867,3.95411,1.18375,0.340687,124.251,106.151,61.5751,-1,-1,-1,2.51769,123.571,-1,3939,3478,0.162352,0.694281,0.127315,0.0556135,0.325446,151.653,148.591,134.873,0.000516339,,6.332e-05,757.345,5.2118e-05,,317.603,3.94694,0,44,0.999079,0.243863,0.00885291,0.0134213,1,,,,,,,,,,,
45,1.12845,0.0533579,0.001,0.000903612,-0.00773322,9.38381e-06,117.286,39.1936,42.002,0,0,-0.00773412,0,3.7497,0.00773413,-2.48453,3.7497,0.00773413,-2.48453,1.99667,1.112,0,1.99667,1.112,0,929685,929685,929685,929685,929685,0,4,3.98438,2,0.341581,0.302169,1231.37,755.003,929685,0,4146,3991,3935,0,0,3696,3272.16,57,0,3696,3272.16,57,19.0909,0.00619805,0.00260091,0.00249782,0.0035236,0.00259791,0.0175239,-0.00823569,1.00261,1.12639,3.16331,1.12899,3.17142,0.000185893,0.372836,0.142048,0.345463,0.172822,9.99045,1.18365,0.229672,124.283,108.792,36.0251,-1,-1,-1,9.99045,115.045,-1,4146,3200,0.715387,0.7968,0.148036,0,0.326239,156.157,141.026,132.06,0.000480385,,7.4259e-05,755.003,5.0168e-05,,321.172,3.92245,0,45,0.999059,0.229496,0.00898116,0.0135883,1,,,,,,,,,,,
46,1.11838,0.0491362,0.001,0.000860939,0.028628,9.3568e-06,135.431,39.1936,42.002,0,0,0.0286271,0,3.74981,-0.0286271,-2.29556,3.74981,-0.0286271,-2.29556,1.95535,1.08696,0.5,1.95535,1.08696,0.5,929367,929367,929367,929367,929367,0,4,4,4,0.342288,0.302968,1213.95,765.571,929367,0,4130,3991.88,3938,0,0,3639,3268.8,2976,0,3639,3268.8,2976,2.14187,0.00501537,0.0025108,0.00250824,0.00357979,0.00263186,0.0197432,-0.00524414,1.00264,1.09654,3.0647,1.09917,3.07294,0.000184701,0.35815,0.146374,0.355619,0.171655,5.19611,1.22948,0.328835,122.42,105.952,64.5001,-1,-1,-1,1.73925,122.42,-1,3957,3478,0.238321,0.815712,0.15498,0.0522953,0.278085,149.852,144.616,136.035,0.000524457,,5.9938e-05,765.571,5.2759e-05,,330.501,3.95821,0,46,0.999046,0.412738,0.00893464,0.0136876,1,,,,,,,,,,,
47,1.06902,0.0522497,0.001,0.000845015,0.00562039,9.32925e-06,102.597,39.1936,42.002,0,0,0.00561954,0,2.96738,-0.00561957,-2.08927,2.96738,-0.00561957,-2.08927,1.9812,1.06929,0.5,1.9812,1.06929,0.5,926359,926359,926359,926359,926359,0,4,4,4,0.341245,0.30304,1224.34,756.62,926359,0,4139,3991.88,3937,0,0,3553,3245.3,363,0,3553,3245.3,363,1.73575,0.00472736,0.00243624,0.00256273,0.00330961,0.00257641,0.011013,-0.00511396,1.00259,1.04221,2.89832,1.04479,2.90565,0.000182182,0.361724,0.140484,0.347645,0.168766,3.34314,1.16453,0.333495,119.268,104.816,55.45,-1,-1,-1,3.34314,117.1,-1,3946,3485,0.245179,0.725634,0.140807,0.000198087,0.344654,150.26,149.572,130.139,0.000506224,,6.1802e-05,756.62,5.5081e-05,,322.044,3.94685,0,47,0.999023,0.214236,0.00909283,0.0136789,1,,,,,,,,,,,
